job_id,skills_found
042OGJITXJ8L,"['Scikit-learn', 'Azure', 'TensorFlow', 'NLP', 'SQL']"
043W2M3TUQMZ,"['R', 'Azure', 'Scikit-learn', 'PyTorch', 'Computer Vision']"
044XVF7320IW,"['TensorFlow', 'NLP', 'R', 'GCP']"
0450PEPUMWOL,"['Scikit-learn', 'Computer Vision', 'TensorFlow', 'NLP', 'AWS']"
045C9DOG0WDH,"['TensorFlow', 'AWS', 'Python', 'NLP', 'PyTorch']"
045OPICQY0W0,"['NLP', 'GCP', 'PyTorch', 'Python', 'TensorFlow']"
0462JQ0Q25CR,"['GCP', 'SQL', 'R', 'NLP', 'Azure', 'TensorFlow']"
046B6LN2DTNJ,"['Scikit-learn', 'R', 'SQL', 'Computer Vision', 'NLP']"
046IJ5RISWZA,"['AWS', 'GCP', 'Computer Vision', 'Python']"
047IZS4B1MQU,"['Python', 'NLP', 'GCP', 'AWS']"
049C33PVQONF,"['Azure', 'AWS', 'GCP']"
04BULZT9AL4H,"['Python', 'NLP', 'AWS', 'SQL', 'Computer Vision']"
04D3DRE1S0QS,"['TensorFlow', 'AWS', 'NLP', 'Scikit-learn']"
04DRW0B2LQE7,"['Azure', 'GCP', 'AWS']"
04EFFCIJ4ZJG,"['R', 'Scikit-learn', 'PyTorch', 'Python', 'Computer Vision']"
04FVYOWFIQ3Q,"['Python', 'NLP', 'TensorFlow', 'PyTorch', 'R', 'Scikit-learn']"
04H4RJDVJ8YL,"['SQL', 'GCP', 'AWS', 'Scikit-learn', 'Computer Vision', 'NLP']"
04H79S4GNULX,"['TensorFlow', 'GCP', 'Scikit-learn']"
04KQW9UNZLAX,"['Scikit-learn', 'Python', 'SQL', 'GCP', 'TensorFlow']"
04L30M9TDK9O,"['GCP', 'Python', 'PyTorch']"
04LYYEXBVRT1,"['Azure', 'TensorFlow', 'AWS', 'GCP']"
04M3N5427FRK,"['Python', 'GCP', 'PyTorch', 'Scikit-learn']"
04MLRAZQCI3U,"['NLP', 'Scikit-learn', 'Computer Vision']"
04NWLRSLQB8T,"['NLP', 'SQL', 'R', 'AWS']"
04O2B64HOFML,"['Azure', 'Scikit-learn', 'Computer Vision', 'GCP', 'PyTorch', 'Python']"
04QA86SUEQN1,"['R', 'GCP', 'Python', 'AWS', 'SQL', 'Computer Vision']"
04R3CVOCIX2Z,"['AWS', 'TensorFlow', 'NLP', 'Scikit-learn', 'SQL']"
04RGDKTFBEPL,"['Computer Vision', 'R', 'Scikit-learn', 'AWS']"
04SXO48HLYBV,"['Python', 'NLP', 'TensorFlow', 'AWS']"
04T01SZGLXDD,"['R', 'Azure', 'SQL', 'PyTorch', 'Scikit-learn']"
04UBT4AIHGSW,"['AWS', 'Azure', 'NLP', 'TensorFlow', 'PyTorch']"
04UDBXWFVKQ0,"['Azure', 'Computer Vision', 'R', 'TensorFlow']"
04V8Q8OROB2S,"['Azure', 'PyTorch', 'TensorFlow', 'AWS', 'NLP']"
04W1PPVFGRV3,"['NLP', 'SQL', 'Azure']"
04XM9H1NY7C3,"['Azure', 'PyTorch', 'GCP']"
04YZA1GV60E2,"['R', 'PyTorch', 'AWS', 'Scikit-learn', 'Computer Vision']"
04Z4JNPIS4BK,"['R', 'Python', 'PyTorch']"
04ZFRBGMZDR0,"['Computer Vision', 'PyTorch', 'SQL', 'Scikit-learn']"
050C098VA7WK,"['NLP', 'SQL', 'Computer Vision']"
052U9AZ3CEGB,"['Azure', 'SQL', 'Computer Vision', 'Scikit-learn', 'R', 'NLP']"
0541PCVMXKBD,"['PyTorch', 'AWS', 'Computer Vision']"
0545GN77K5Y0,"['TensorFlow', 'Scikit-learn', 'PyTorch', 'NLP']"
055BB66QY720,"['Computer Vision', 'AWS', 'SQL', 'TensorFlow', 'NLP', 'Azure']"
058MEBRG0MPS,"['Python', 'Scikit-learn', 'R', 'TensorFlow', 'PyTorch', 'GCP']"
0595A88YT0RD,"['R', 'SQL', 'AWS', 'Computer Vision', 'TensorFlow']"
05AQRJS9NPTP,"['SQL', 'AWS', 'Python', 'GCP', 'Computer Vision', 'NLP']"
05BWJTFJBI9M,"['AWS', 'Scikit-learn', 'NLP']"
05C0Q8BI3WY5,"['AWS', 'GCP', 'R', 'Python']"
05C6FCUY4AMG,"['AWS', 'NLP', 'Azure', 'SQL', 'PyTorch', 'Scikit-learn']"
05CTT9A04KDZ,"['Scikit-learn', 'SQL', 'Azure', 'TensorFlow']"
05CWTT2ZDGG7,"['Python', 'Computer Vision', 'R', 'Scikit-learn', 'GCP']"
05FZ59SV1SPP,"['PyTorch', 'GCP', 'Python', 'Computer Vision', 'SQL']"
05HXYGVMJQNW,"['Azure', 'R', 'Python', 'AWS', 'SQL']"
05J299NT5HEA,"['GCP', 'PyTorch', 'Computer Vision', 'Azure', 'Scikit-learn']"
05JAEJ0NKCYS,"['Scikit-learn', 'PyTorch', 'TensorFlow']"
05JN1P630O1H,"['Computer Vision', 'TensorFlow', 'SQL', 'Python', 'Scikit-learn', 'R']"
05K319BYXQCV,"['Azure', 'SQL', 'PyTorch']"
05MG56KVIKKO,"['Computer Vision', 'PyTorch', 'GCP', 'AWS']"
05N5RQS094P2,"['PyTorch', 'TensorFlow', 'Azure', 'Python']"
05NPQIA7IMK3,"['Python', 'Azure', 'AWS', 'PyTorch', 'TensorFlow']"
05O3GRB3ARMP,"['TensorFlow', 'Scikit-learn', 'Python']"
05PA5GHV88V6,"['NLP', 'Scikit-learn', 'GCP', 'Azure']"
05SL9NXP27UT,"['SQL', 'Azure', 'AWS', 'GCP', 'Scikit-learn']"
05SUTG2GW85L,"['AWS', 'Azure', 'GCP', 'Python', 'PyTorch', 'R']"
05TYUSE816YG,"['Azure', 'Python', 'GCP']"
05V76NHRU8DX,"['PyTorch', 'Computer Vision', 'Python', 'SQL', 'R', 'Azure']"
05VAILP1N1HA,"['AWS', 'GCP', 'Python', 'Azure', 'R', 'SQL']"
05VB5FMFS9UK,"['PyTorch', 'Computer Vision', 'R']"
05W8G59UVU65,"['Python', 'Scikit-learn', 'R', 'AWS', 'TensorFlow']"
05XAUANCEICA,"['PyTorch', 'AWS', 'Python']"
05XL1Z4E9GR1,"['GCP', 'Computer Vision', 'R', 'NLP']"
05Z4W2JPEHID,"['TensorFlow', 'NLP', 'Scikit-learn']"
05ZTG5G9XNG5,"['Python', 'Scikit-learn', 'PyTorch']"
060UKYKJBEPN,"['Python', 'PyTorch', 'Scikit-learn', 'R', 'GCP', 'Azure']"
062PULIQG896,"['Computer Vision', 'PyTorch', 'SQL']"
0637TQA6KALX,"['GCP', 'AWS', 'Computer Vision']"
063I0QYIXVU3,"['Computer Vision', 'Scikit-learn', 'Azure', 'Python']"
0664P5IZWHUA,"['TensorFlow', 'Python', 'Computer Vision', 'Azure', 'Scikit-learn']"
066JOF3V7NQ2,"['Azure', 'SQL', 'Computer Vision']"
067D2IQZW0GH,"['NLP', 'Scikit-learn', 'Python']"
069G7T9IE01Y,"['SQL', 'AWS', 'GCP', 'Azure', 'Computer Vision', 'R']"
06ALFEYUXDHN,"['NLP', 'Computer Vision', 'AWS', 'Python']"
06APT0PHJ4NG,"['PyTorch', 'NLP', 'Computer Vision', 'GCP', 'Azure']"
06DBZNIPAQNY,"['SQL', 'Scikit-learn', 'PyTorch', 'NLP', 'GCP']"
06FW7SW2VYKO,"['Computer Vision', 'Scikit-learn', 'GCP']"
06H34120MUFH,"['Computer Vision', 'R', 'AWS', 'Python', 'PyTorch']"
06HM3372QSKV,"['GCP', 'Python', 'Computer Vision', 'R']"
06HMSDJNZXNL,"['GCP', 'Azure', 'Computer Vision']"
06IFR5ATWVLZ,"['PyTorch', 'Scikit-learn', 'SQL', 'Computer Vision', 'Azure', 'GCP']"
06K35HY5WJM0,"['R', 'SQL', 'Computer Vision', 'TensorFlow', 'Python']"
06L770TFFWWG,"['SQL', 'Python', 'Azure', 'TensorFlow']"
06P34Z652AUV,"['Python', 'NLP', 'TensorFlow', 'PyTorch', 'R', 'GCP']"
06P4QHKP784I,"['NLP', 'Computer Vision', 'Azure', 'Scikit-learn', 'GCP', 'SQL']"
06PMMB6X766S,"['SQL', 'AWS', 'Scikit-learn', 'Azure', 'R', 'NLP']"
06QMOTOKK75Q,"['R', 'NLP', 'PyTorch']"
06QXN6I8BLIE,"['Python', 'AWS', 'GCP', 'Computer Vision', 'SQL']"
06QXZASYH4JJ,"['NLP', 'Python', 'SQL']"
06R99H6FHZ35,"['Python', 'Azure', 'Computer Vision']"
06RVEZGR4F9W,"['GCP', 'NLP', 'SQL', 'Azure', 'TensorFlow', 'Scikit-learn']"
06SPD8JPFUQH,"['Scikit-learn', 'R', 'NLP', 'GCP']"
06U8CC3UFR3D,"['Computer Vision', 'NLP', 'PyTorch']"
06V9WTFAQPE0,"['TensorFlow', 'Azure', 'GCP']"
06XHSSQJ42EF,"['Scikit-learn', 'GCP', 'Azure']"
06ZC9OIWCC4D,"['R', 'Scikit-learn', 'NLP', 'AWS', 'Azure']"
070QB7I5O09H,"['Computer Vision', 'GCP', 'Scikit-learn', 'AWS', 'R']"
071LECMECNQH,"['Azure', 'TensorFlow', 'NLP', 'Python', 'Scikit-learn', 'GCP']"
071WV3IU7WO9,"['Scikit-learn', 'TensorFlow', 'NLP', 'PyTorch', 'Python', 'SQL']"
072NITRJCK8C,"['Computer Vision', 'R', 'TensorFlow', 'PyTorch', 'SQL']"
0735D6PZ5LAO,"['PyTorch', 'R', 'NLP', 'Python', 'AWS']"
075A2RVL90K3,"['Python', 'PyTorch', 'NLP', 'Computer Vision', 'Scikit-learn']"
076EFBD5KTR1,"['PyTorch', 'SQL', 'AWS', 'NLP', 'TensorFlow', 'Python']"
076J7QGXTGAA,"['R', 'NLP', 'SQL', 'Scikit-learn']"
077U55D5Q3OV,"['GCP', 'PyTorch', 'Python']"
0780SA8BJIAQ,"['Azure', 'Python', 'GCP']"
078Q23MIR4WT,"['PyTorch', 'Scikit-learn', 'Azure']"
078T4CR6EKQ1,"['Azure', 'R', 'TensorFlow']"
078Y746HFPMU,"['Computer Vision', 'SQL', 'PyTorch']"
07AXX51SZ9AN,"['Scikit-learn', 'NLP', 'TensorFlow', 'R', 'PyTorch']"
07CT1552Z7A3,"['PyTorch', 'Azure', 'Computer Vision']"
07EHCCS8VZRL,"['GCP', 'Scikit-learn', 'Python', 'Computer Vision', 'PyTorch']"
07EUZ1A11I1D,"['AWS', 'NLP', 'SQL']"
07FUEJKSZN18,"['Azure', 'Computer Vision', 'R', 'AWS', 'NLP']"
07GD9WMNE7IA,"['Python', 'NLP', 'AWS']"
07HDHJO5CTZE,"['PyTorch', 'TensorFlow', 'AWS']"
07HOCSMZYIUE,"['R', 'Azure', 'GCP', 'AWS', 'Python']"
07I4SRUOWVG5,"['R', 'AWS', 'PyTorch', 'Computer Vision', 'TensorFlow']"
07IC95MWKBW7,"['GCP', 'Scikit-learn', 'R']"
07IOC0HK7FKR,"['Azure', 'GCP', 'SQL', 'Python', 'Scikit-learn']"
07JB6EX4M4Y8,"['Scikit-learn', 'PyTorch', 'AWS', 'Python', 'R', 'Azure']"
07JYXPJ266NO,"['PyTorch', 'Azure', 'Scikit-learn', 'AWS']"
07KF1EJ5Y3VO,"['AWS', 'PyTorch', 'Computer Vision', 'Scikit-learn', 'TensorFlow']"
07LI779TNK5Z,"['NLP', 'R', 'AWS']"
07NXVGJWB5QK,"['TensorFlow', 'Scikit-learn', 'PyTorch', 'GCP', 'Python', 'AWS']"
07OL93ACZSX0,"['GCP', 'TensorFlow', 'Azure', 'Python', 'PyTorch', 'Scikit-learn']"
07P7J757PR7P,"['Azure', 'Scikit-learn', 'R', 'Python', 'PyTorch']"
07PJRC62LC54,"['TensorFlow', 'Computer Vision', 'SQL', 'PyTorch', 'Python']"
07TN4LBWK37H,"['Python', 'Azure', 'R', 'PyTorch', 'SQL']"
07UC4VHSN6BN,"['SQL', 'Python', 'Azure']"
07UI6T9XRTJ6,"['GCP', 'NLP', 'Azure', 'PyTorch', 'AWS']"
07UV1BXP8LB4,"['R', 'NLP', 'PyTorch', 'SQL', 'Azure']"
07V3KRUM4H2Y,"['Computer Vision', 'GCP', 'TensorFlow']"
07VGHFJTGTBH,"['Scikit-learn', 'GCP', 'SQL', 'PyTorch', 'Azure']"
07VPPM86CXOT,"['Computer Vision', 'TensorFlow', 'AWS', 'PyTorch']"
07VV6CXF08YZ,"['Computer Vision', 'SQL', 'GCP']"
07XB0YIZ110H,"['Computer Vision', 'NLP', 'SQL']"
07XC2EKZ9IU5,"['R', 'TensorFlow', 'SQL', 'NLP', 'Azure', 'Python']"
07YDZVL2FV4Q,"['SQL', 'GCP', 'TensorFlow', 'AWS', 'Azure']"
080JAU6KYY4Y,"['Scikit-learn', 'NLP', 'Computer Vision', 'TensorFlow', 'R']"
080LOVFSTLEW,"['Azure', 'AWS', 'GCP', 'SQL', 'Scikit-learn']"
083M6ID3YXW6,"['AWS', 'Computer Vision', 'SQL', 'PyTorch']"
085Q1OR5X6EM,"['TensorFlow', 'Scikit-learn', 'PyTorch', 'SQL', 'NLP', 'Azure']"
08668KI62R81,"['PyTorch', 'Azure', 'NLP', 'GCP', 'R', 'Computer Vision']"
086ALYJ5WW70,"['GCP', 'TensorFlow', 'Python', 'PyTorch', 'AWS']"
086EZPUYXY1R,"['Azure', 'PyTorch', 'R', 'GCP']"
08B4F8QYRMXC,"['GCP', 'Python', 'NLP', 'AWS']"
08C2AWFKF04E,"['R', 'SQL', 'AWS', 'GCP', 'Scikit-learn', 'Python']"
08C44NZ7HCA4,"['Scikit-learn', 'TensorFlow', 'Azure', 'PyTorch', 'NLP']"
08CNWEKI0UZW,"['Scikit-learn', 'NLP', 'AWS', 'Python', 'R']"
08D191VCQTY0,"['GCP', 'AWS', 'NLP', 'SQL']"
08D6OYCRWHR9,"['Azure', 'GCP', 'NLP', 'R']"
08EMV7IJE243,"['AWS', 'R', 'Scikit-learn', 'PyTorch']"
08GETUIF22OA,"['Azure', 'AWS', 'GCP', 'NLP']"
08K788UJQFYM,"['Scikit-learn', 'Azure', 'PyTorch']"
08K7EJXD606M,"['Computer Vision', 'PyTorch', 'AWS']"
08LSVHZF5ZK2,"['Scikit-learn', 'Computer Vision', 'AWS', 'GCP', 'PyTorch', 'NLP']"
08O8TMMRC4AE,"['GCP', 'TensorFlow', 'NLP', 'PyTorch', 'Scikit-learn', 'Computer Vision']"
08OSTD2L3P1N,"['TensorFlow', 'Scikit-learn', 'SQL', 'R', 'PyTorch']"
08OU9F71Q72H,"['NLP', 'Python', 'PyTorch', 'Azure']"
08P5QTM0CJ1O,"['R', 'SQL', 'Python', 'Azure', 'Scikit-learn']"
08PFDTUP89OK,"['AWS', 'Python', 'NLP', 'Scikit-learn', 'PyTorch']"
08R418WGA52O,"['R', 'Python', 'TensorFlow', 'GCP']"
08S8A2KSYN35,"['Scikit-learn', 'R', 'Computer Vision', 'TensorFlow']"
08ST22K4CMT5,"['Python', 'R', 'NLP', 'AWS']"
08U3PI5ZZ6I1,"['Azure', 'AWS', 'TensorFlow', 'Python']"
08UCSGMU7ACJ,"['PyTorch', 'Azure', 'TensorFlow', 'R', 'NLP', 'Scikit-learn']"
08UQJ2EBWIMQ,"['Python', 'TensorFlow', 'AWS', 'Scikit-learn', 'R', 'GCP']"
